cement_kg_m3,blas_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,superplasticizer_percentage_weight_of_cement_%,natural_coarse_aggregate_kg_m3,natural_fine_aggregate_kg_m3,testing_age,water_cement_ratio,water_binder_ratio,coarse-agg_fine-agg_ratio,fck_mpa
212.57,0.00,100.39,159.35,10.37,4.88,1003.80,903.79,28.00,0.75,0.51,1.11,37.40
212.57,0.00,100.39,159.35,10.37,4.88,1003.80,903.79,56.00,0.75,0.51,1.11,44.40
212.57,0.00,100.39,159.35,10.37,4.88,1003.80,903.79,100.00,0.75,0.51,1.11,47.74
212.00,0.00,124.78,159.00,7.84,3.70,1085.40,799.54,3.00,0.75,0.47,1.36,19.52
212.00,0.00,124.78,159.00,7.84,3.70,1085.40,799.54,14.00,0.75,0.47,1.36,31.35
212.00,0.00,124.78,159.00,7.84,3.70,1085.40,799.54,28.00,0.75,0.47,1.36,38.50
212.00,0.00,124.78,159.00,7.84,3.70,1085.40,799.54,56.00,0.75,0.47,1.36,45.08
212.00,0.00,124.78,159.00,7.84,3.70,1085.40,799.54,100.00,0.75,0.47,1.36,47.82
231.75,0.00,121.62,173.96,6.72,2.90,1056.40,778.45,3.00,0.75,0.49,1.36,15.44
231.75,0.00,121.62,173.96,6.72,2.90,1056.40,778.45,14.00,0.75,0.49,1.36,26.77
231.75,0.00,121.62,173.96,6.72,2.90,1056.40,778.45,28.00,0.75,0.49,1.36,33.73
231.75,0.00,121.62,173.96,6.72,2.90,1056.40,778.45,56.00,0.75,0.49,1.36,42.70
231.75,0.00,121.62,173.96,6.72,2.90,1056.40,778.45,100.00,0.75,0.49,1.36,45.84
251.37,0.00,118.27,188.45,5.75,2.29,1028.40,757.73,3.00,0.75,0.51,1.36,17.22
251.37,0.00,118.27,188.45,5.75,2.29,1028.40,757.73,14.00,0.75,0.51,1.36,29.93
251.37,0.00,118.27,188.45,5.75,2.29,1028.40,757.73,28.00,0.75,0.51,1.36,29.65
251.37,0.00,118.27,188.45,5.75,2.29,1028.40,757.73,56.00,0.75,0.51,1.36,36.97
251.37,0.00,118.27,188.45,5.75,2.29,1028.40,757.73,100.00,0.75,0.51,1.36,43.58
251.37,0.00,118.27,188.45,6.35,2.53,1028.40,757.73,3.00,0.75,0.51,1.36,13.12
251.37,0.00,118.27,188.45,6.35,2.53,1028.40,757.73,14.00,0.75,0.51,1.36,24.43
251.37,0.00,118.27,188.45,6.35,2.53,1028.40,757.73,28.00,0.75,0.51,1.36,32.66
251.37,0.00,118.27,188.45,6.35,2.53,1028.40,757.73,56.00,0.75,0.51,1.36,36.64
251.37,0.00,118.27,188.45,6.35,2.53,1028.40,757.73,100.00,0.75,0.51,1.36,44.21
181.38,0.00,167.01,169.59,7.56,4.17,1055.60,777.80,3.00,0.93,0.49,1.36,13.62
181.38,0.00,167.01,169.59,7.56,4.17,1055.60,777.80,14.00,0.93,0.49,1.36,21.60
181.38,0.00,167.01,169.59,7.56,4.17,1055.60,777.80,28.00,0.93,0.49,1.36,27.77
181.38,0.00,167.01,169.59,7.56,4.17,1055.60,777.80,56.00,0.93,0.49,1.36,35.57
181.38,0.00,167.01,169.59,7.56,4.17,1055.60,777.80,100.00,0.93,0.49,1.36,45.37
182.04,45.21,121.97,170.21,8.19,4.50,1059.40,780.65,3.00,0.94,0.49,1.36,7.32
182.04,45.21,121.97,170.21,8.19,4.50,1059.40,780.65,14.00,0.94,0.49,1.36,21.50
182.04,45.21,121.97,170.21,8.19,4.50,1059.40,780.65,28.00,0.94,0.49,1.36,31.27
182.04,45.21,121.97,170.21,8.19,4.50,1059.40,780.65,56.00,0.94,0.49,1.36,43.50
182.04,45.21,121.97,170.21,8.19,4.50,1059.40,780.65,100.00,0.94,0.49,1.36,48.67
168.88,42.22,124.25,158.33,10.83,6.41,1080.80,796.15,3.00,0.94,0.47,1.36,7.40
168.88,42.22,124.25,158.33,10.83,6.41,1080.80,796.15,14.00,0.94,0.47,1.36,23.51
168.88,42.22,124.25,158.33,10.83,6.41,1080.80,796.15,28.00,0.94,0.47,1.36,31.12
168.88,42.22,124.25,158.33,10.83,6.41,1080.80,796.15,56.00,0.94,0.47,1.36,39.15
168.88,42.22,124.25,158.33,10.83,6.41,1080.80,796.15,100.00,0.94,0.47,1.36,48.15
290.35,0.00,96.18,168.08,9.41,3.24,961.18,865.00,3.00,0.58,0.43,1.11,22.50
290.35,0.00,96.18,168.08,9.41,3.24,961.18,865.00,14.00,0.58,0.43,1.11,34.67
290.35,0.00,96.18,168.08,9.41,3.24,961.18,865.00,28.00,0.58,0.43,1.11,34.74
290.35,0.00,96.18,168.08,9.41,3.24,961.18,865.00,56.00,0.58,0.43,1.11,45.08
290.35,0.00,96.18,168.08,9.41,3.24,961.18,865.00,100.00,0.58,0.43,1.11,48.97
277.05,0.00,97.39,160.60,11.83,4.27,973.90,875.61,3.00,0.58,0.43,1.11,23.14
277.05,0.00,97.39,160.60,11.83,4.27,973.90,875.61,14.00,0.58,0.43,1.11,41.89
277.05,0.00,97.39,160.60,11.83,4.27,973.90,875.61,28.00,0.58,0.43,1.11,48.28
277.05,0.00,97.39,160.60,11.83,4.27,973.90,875.61,56.00,0.58,0.43,1.11,51.04
277.05,0.00,97.39,160.60,11.83,4.27,973.90,875.61,100.00,0.58,0.43,1.11,55.64
295.71,0.00,95.64,171.54,8.87,3.00,955.14,859.20,3.00,0.58,0.44,1.11,22.95
295.71,0.00,95.64,171.54,8.87,3.00,955.14,859.20,14.00,0.58,0.44,1.11,35.23
295.71,0.00,95.64,171.54,8.87,3.00,955.14,859.20,28.00,0.58,0.44,1.11,39.94
295.71,0.00,95.64,171.54,8.87,3.00,955.14,859.20,56.00,0.58,0.44,1.11,48.72
295.71,0.00,95.64,171.54,8.87,3.00,955.14,859.20,100.00,0.58,0.44,1.11,52.04
251.81,0.00,99.94,146.14,12.35,4.90,1006.00,899.76,3.00,0.58,0.42,1.12,21.02
251.81,0.00,99.94,146.14,12.35,4.90,1006.00,899.76,14.00,0.58,0.42,1.12,33.36
251.81,0.00,99.94,146.14,12.35,4.90,1006.00,899.76,28.00,0.58,0.42,1.12,33.94
251.81,0.00,99.94,146.14,12.35,4.90,1006.00,899.76,56.00,0.58,0.42,1.12,44.14
251.81,0.00,99.94,146.14,12.35,4.90,1006.00,899.76,100.00,0.58,0.42,1.12,45.37
249.10,0.00,98.75,158.11,12.80,5.14,987.76,889.01,3.00,0.63,0.45,1.11,15.36
249.10,0.00,98.75,158.11,12.80,5.14,987.76,889.01,14.00,0.63,0.45,1.11,28.68
249.10,0.00,98.75,158.11,12.80,5.14,987.76,889.01,28.00,0.63,0.45,1.11,30.85
249.10,0.00,98.75,158.11,12.80,5.14,987.76,889.01,56.00,0.63,0.45,1.11,42.03
249.10,0.00,98.75,158.11,12.80,5.14,987.76,889.01,100.00,0.63,0.45,1.11,51.06
252.31,0.00,98.75,146.25,14.17,5.62,987.76,889.01,3.00,0.58,0.42,1.11,21.78
252.31,0.00,98.75,146.25,14.17,5.62,987.76,889.01,14.00,0.58,0.42,1.11,42.29
252.31,0.00,98.75,146.25,14.17,5.62,987.76,889.01,28.00,0.58,0.42,1.11,50.60
252.31,0.00,98.75,146.25,14.17,5.62,987.76,889.01,56.00,0.58,0.42,1.11,55.83
252.31,0.00,98.75,146.25,14.17,5.62,987.76,889.01,100.00,0.58,0.42,1.11,60.95
246.83,0.00,125.08,143.30,11.99,4.86,1086.80,800.89,3.00,0.58,0.39,1.36,23.52
246.83,0.00,125.08,143.30,11.99,4.86,1086.80,800.89,14.00,0.58,0.39,1.36,42.22
246.83,0.00,125.08,143.30,11.99,4.86,1086.80,800.89,28.00,0.58,0.39,1.36,52.50
246.83,0.00,125.08,143.30,11.99,4.86,1086.80,800.89,56.00,0.58,0.39,1.36,60.32
246.83,0.00,125.08,143.30,11.99,4.86,1086.80,800.89,100.00,0.58,0.39,1.36,66.42
275.07,0.00,121.35,159.48,9.90,3.60,1053.60,777.50,3.00,0.58,0.40,1.36,23.80
275.07,0.00,121.35,159.48,9.90,3.60,1053.60,777.50,14.00,0.58,0.40,1.36,38.77
275.07,0.00,121.35,159.48,9.90,3.60,1053.60,777.50,28.00,0.58,0.40,1.36,51.33
275.07,0.00,121.35,159.48,9.90,3.60,1053.60,777.50,56.00,0.58,0.40,1.36,56.85
275.07,0.00,121.35,159.48,9.90,3.60,1053.60,777.50,100.00,0.58,0.40,1.36,58.61
297.16,0.00,117.54,174.80,9.52,3.20,1022.80,753.45,3.00,0.59,0.42,1.36,21.91
297.16,0.00,117.54,174.80,9.52,3.20,1022.80,753.45,14.00,0.59,0.42,1.36,36.99
297.16,0.00,117.54,174.80,9.52,3.20,1022.80,753.45,28.00,0.59,0.42,1.36,47.40
297.16,0.00,117.54,174.80,9.52,3.20,1022.80,753.45,56.00,0.59,0.42,1.36,51.96
297.16,0.00,117.54,174.80,9.52,3.20,1022.80,753.45,100.00,0.59,0.42,1.36,56.74
213.74,0.00,174.74,154.79,10.16,4.75,1053.50,776.35,3.00,0.72,0.40,1.36,17.57
213.74,0.00,174.74,154.79,10.16,4.75,1053.50,776.35,14.00,0.72,0.40,1.36,33.73
213.74,0.00,174.74,154.79,10.16,4.75,1053.50,776.35,28.00,0.72,0.40,1.36,40.15
213.74,0.00,174.74,154.79,10.16,4.75,1053.50,776.35,56.00,0.72,0.40,1.36,46.64
213.74,0.00,174.74,154.79,10.16,4.75,1053.50,776.35,100.00,0.72,0.40,1.36,50.08
213.50,0.00,174.24,154.61,11.66,5.46,1052.30,775.48,3.00,0.72,0.40,1.36,17.37
213.50,0.00,174.24,154.61,11.66,5.46,1052.30,775.48,14.00,0.72,0.40,1.36,33.70
213.50,0.00,174.24,154.61,11.66,5.46,1052.30,775.48,28.00,0.72,0.40,1.36,45.94
213.50,0.00,174.24,154.61,11.66,5.46,1052.30,775.48,56.00,0.72,0.40,1.36,51.43
213.50,0.00,174.24,154.61,11.66,5.46,1052.30,775.48,100.00,0.72,0.40,1.36,59.30
277.19,97.82,24.46,160.70,11.19,4.04,1061.70,782.46,3.00,0.58,0.40,1.36,30.45
277.19,97.82,24.46,160.70,11.19,4.04,1061.70,782.46,14.00,0.58,0.40,1.36,47.71
277.19,97.82,24.46,160.70,11.19,4.04,1061.70,782.46,28.00,0.58,0.40,1.36,63.14
277.19,97.82,24.46,160.70,11.19,4.04,1061.70,782.46,56.00,0.58,0.40,1.36,66.82
277.19,97.82,24.46,160.70,11.19,4.04,1061.70,782.46,100.00,0.58,0.40,1.36,66.95
218.23,54.64,123.78,140.75,11.91,5.46,1075.70,792.67,3.00,0.64,0.35,1.36,27.42
218.23,54.64,123.78,140.75,11.91,5.46,1075.70,792.67,14.00,0.64,0.35,1.36,35.96
218.23,54.64,123.78,140.75,11.91,5.46,1075.70,792.67,28.00,0.64,0.35,1.36,55.51
218.23,54.64,123.78,140.75,11.91,5.46,1075.70,792.67,56.00,0.64,0.35,1.36,61.99
218.23,54.64,123.78,140.75,11.91,5.46,1075.70,792.67,100.00,0.64,0.35,1.36,63.53
214.90,53.80,121.89,155.63,9.61,4.47,1014.30,780.58,3.00,0.72,0.40,1.30,18.02
214.90,53.80,121.89,155.63,9.61,4.47,1014.30,780.58,14.00,0.72,0.40,1.30,38.60
214.90,53.80,121.89,155.63,9.61,4.47,1014.30,780.58,28.00,0.72,0.40,1.30,52.20
214.90,53.80,121.89,155.63,9.61,4.47,1014.30,780.58,56.00,0.72,0.40,1.30,53.96
214.90,53.80,121.89,155.63,9.61,4.47,1014.30,780.58,100.00,0.72,0.40,1.30,56.63
218.85,0.00,124.13,158.49,11.33,5.18,1078.70,794.91,3.00,0.72,0.46,1.36,15.34
218.85,0.00,124.13,158.49,11.33,5.18,1078.70,794.91,14.00,0.72,0.46,1.36,26.05
218.85,0.00,124.13,158.49,11.33,5.18,1078.70,794.91,28.00,0.72,0.46,1.36,30.22
218.85,0.00,124.13,158.49,11.33,5.18,1078.70,794.91,56.00,0.72,0.46,1.36,37.27
218.85,0.00,124.13,158.49,11.33,5.18,1078.70,794.91,100.00,0.72,0.46,1.36,46.23
376.00,0.00,0.00,214.60,0.00,0.00,1003.50,762.36,3.00,0.57,0.57,1.32,16.28
376.00,0.00,0.00,214.60,0.00,0.00,1003.50,762.36,14.00,0.57,0.57,1.32,25.62
376.00,0.00,0.00,214.60,0.00,0.00,1003.50,762.36,28.00,0.57,0.57,1.32,31.97
376.00,0.00,0.00,214.60,0.00,0.00,1003.50,762.36,56.00,0.57,0.57,1.32,36.30
376.00,0.00,0.00,214.60,0.00,0.00,1003.50,762.36,100.00,0.57,0.57,1.32,43.06
500.00,0.00,0.00,140.00,4.00,0.80,966.00,853.00,28.00,0.28,0.28,1.13,67.57
475.00,0.00,59.00,142.00,1.90,0.40,1098.00,641.00,28.00,0.30,0.27,1.71,57.23
315.00,137.00,0.00,145.00,5.90,1.87,1130.00,745.00,28.00,0.46,0.32,1.52,81.75
505.00,0.00,60.00,195.00,0.00,0.00,1030.00,630.00,28.00,0.39,0.35,1.63,64.02
451.00,0.00,0.00,165.00,11.25,2.49,1030.00,745.00,28.00,0.37,0.37,1.38,78.80
516.00,0.00,0.00,162.00,8.20,1.59,801.00,802.00,28.00,0.31,0.31,1.00,41.37
520.00,0.00,0.00,170.00,5.20,1.00,855.00,855.00,28.00,0.33,0.33,1.00,60.28
528.00,0.00,0.00,185.00,6.86,1.30,920.00,720.00,28.00,0.35,0.35,1.28,56.83
520.00,0.00,0.00,175.00,5.20,1.00,870.00,805.00,28.00,0.34,0.34,1.08,51.02
385.00,0.00,136.00,158.00,20.00,5.19,903.00,768.00,28.00,0.41,0.30,1.18,55.55
500.10,0.00,0.00,200.00,3.00,0.60,1124.40,613.20,28.00,0.40,0.40,1.83,44.13
450.10,50.00,0.00,200.00,3.00,0.67,1124.40,613.20,28.00,0.44,0.40,1.83,39.38
397.00,17.20,158.00,167.00,20.80,5.24,967.00,633.00,28.00,0.42,0.29,1.53,55.65
333.00,17.50,163.00,167.00,17.90,5.38,996.00,652.00,28.00,0.50,0.33,1.53,47.28
334.00,17.60,158.00,189.00,15.30,4.58,967.00,633.00,28.00,0.57,0.37,1.53,44.33
405.00,0.00,0.00,175.00,0.00,0.00,1120.00,695.00,28.00,0.43,0.43,1.61,52.30
200.00,200.00,0.00,190.00,0.00,0.00,1145.00,660.00,28.00,0.95,0.48,1.73,49.25
516.00,0.00,0.00,162.00,8.26,1.60,801.00,802.00,28.00,0.31,0.31,1.00,41.37
145.00,116.00,119.00,184.00,5.70,3.93,833.00,880.00,28.00,1.27,0.48,0.95,29.16
160.00,128.00,122.00,182.00,6.40,4.00,824.00,879.00,28.00,1.14,0.44,0.94,39.40
234.00,156.00,0.00,189.00,5.85,2.50,981.00,760.00,28.00,0.81,0.48,1.29,39.30
250.00,180.00,95.00,159.00,9.45,3.78,860.00,800.00,28.00,0.64,0.30,1.08,67.87
475.00,0.00,0.00,162.00,9.50,2.00,1044.00,662.00,28.00,0.34,0.34,1.58,58.52
285.00,190.00,0.00,163.00,7.60,2.67,1031.00,685.00,28.00,0.57,0.34,1.51,53.58
356.00,119.00,0.00,160.00,9.03,2.54,1061.00,657.00,28.00,0.45,0.34,1.61,59.00
275.00,180.00,120.00,162.00,10.35,3.76,830.00,765.00,28.00,0.59,0.28,1.08,76.24
500.00,0.00,0.00,151.00,9.00,1.80,1033.00,655.00,28.00,0.30,0.30,1.58,69.84
165.00,0.02,143.57,163.81,0.00,0.00,1005.60,900.90,3.00,0.99,0.53,1.12,14.40
165.00,128.50,132.10,175.06,8.08,4.90,1005.80,746.60,3.00,1.06,0.41,1.35,19.42
178.03,129.80,118.60,179.94,3.57,2.01,1007.30,746.80,3.00,1.01,0.42,1.35,20.73
167.35,129.90,128.62,175.46,7.79,4.65,1006.30,746.60,3.00,1.05,0.41,1.35,14.94
172.38,13.61,172.37,156.76,4.14,2.40,1006.30,856.40,3.00,0.91,0.44,1.18,21.29
173.54,50.05,173.53,164.77,6.47,3.73,1006.20,793.50,3.00,0.95,0.41,1.27,23.08
167.00,75.40,167.00,164.03,7.91,4.74,1007.30,770.10,3.00,0.98,0.40,1.31,15.52
173.81,93.37,159.90,172.34,9.73,5.60,1007.20,746.60,3.00,0.99,0.40,1.35,15.82
190.34,0.00,125.18,166.61,9.88,5.19,1079.00,798.90,3.00,0.88,0.53,1.35,12.55
250.00,0.00,95.69,191.84,5.33,2.13,948.90,857.20,3.00,0.77,0.55,1.11,8.49
213.50,0.00,174.24,159.21,11.66,5.46,1043.60,771.90,3.00,0.75,0.41,1.35,15.61
194.68,0.00,100.52,170.17,7.48,3.84,998.00,901.80,3.00,0.87,0.58,1.11,12.18
251.37,0.00,118.27,192.94,5.75,2.29,1043.60,754.30,3.00,0.77,0.52,1.38,11.98
165.00,0.02,143.57,163.81,0.00,0.00,1005.60,900.90,14.00,0.99,0.53,1.12,16.88
165.00,128.50,132.10,175.06,8.08,4.90,1005.80,746.60,14.00,1.06,0.41,1.35,33.09
178.03,129.80,118.60,179.94,3.57,2.01,1007.30,746.80,14.00,1.01,0.42,1.35,34.24
167.35,129.90,128.62,175.46,7.79,4.65,1006.30,746.60,14.00,1.05,0.41,1.35,31.81
172.38,13.61,172.37,156.76,4.14,2.40,1006.30,856.40,14.00,0.91,0.44,1.18,29.75
173.54,50.05,173.53,164.77,6.47,3.73,1006.20,793.50,14.00,0.95,0.41,1.27,33.01
167.00,75.40,167.00,164.03,7.91,4.74,1007.30,770.10,14.00,0.98,0.40,1.31,32.90
173.81,93.37,159.90,172.34,9.73,5.60,1007.20,746.60,14.00,0.99,0.40,1.35,29.55
190.34,0.00,125.18,166.61,9.88,5.19,1079.00,798.90,14.00,0.88,0.53,1.35,19.42
250.00,0.00,95.69,191.84,5.33,2.13,948.90,857.20,14.00,0.77,0.55,1.11,24.66
213.50,0.00,174.24,159.21,11.66,5.46,1043.60,771.90,14.00,0.75,0.41,1.35,29.59
194.68,0.00,100.52,170.17,7.48,3.84,998.00,901.80,14.00,0.87,0.58,1.11,24.28
251.37,0.00,118.27,192.94,5.75,2.29,1043.60,754.30,14.00,0.77,0.52,1.38,20.73
165.00,0.02,143.57,163.81,0.00,0.00,1005.60,900.90,28.00,0.99,0.53,1.12,26.20
165.00,128.50,132.10,175.06,8.08,4.90,1005.80,746.60,28.00,1.06,0.41,1.35,46.39
178.03,129.80,118.60,179.94,3.57,2.01,1007.30,746.80,28.00,1.01,0.42,1.35,39.16
167.35,129.90,128.62,175.46,7.79,4.65,1006.30,746.60,28.00,1.05,0.41,1.35,41.20
172.38,13.61,172.37,156.76,4.14,2.40,1006.30,856.40,28.00,0.91,0.44,1.18,33.69
173.54,50.05,173.53,164.77,6.47,3.73,1006.20,793.50,28.00,0.95,0.41,1.27,38.20
167.00,75.40,167.00,164.03,7.91,4.74,1007.30,770.10,28.00,0.98,0.40,1.31,41.41
173.81,93.37,159.90,172.34,9.73,5.60,1007.20,746.60,28.00,0.99,0.40,1.35,37.81
190.34,0.00,125.18,166.61,9.88,5.19,1079.00,798.90,28.00,0.88,0.53,1.35,24.85
250.00,0.00,95.69,191.84,5.33,2.13,948.90,857.20,28.00,0.77,0.55,1.11,27.22
213.50,0.00,174.24,159.21,11.66,5.46,1043.60,771.90,28.00,0.75,0.41,1.35,44.64
194.68,0.00,100.52,170.17,7.48,3.84,998.00,901.80,28.00,0.87,0.58,1.11,37.27
251.37,0.00,118.27,192.94,5.75,2.29,1043.60,754.30,28.00,0.77,0.52,1.38,33.27
165.00,0.02,143.57,163.81,0.00,0.00,1005.60,900.90,56.00,0.99,0.53,1.12,36.56
165.00,128.50,132.10,175.06,8.08,4.90,1005.80,746.60,56.00,1.06,0.41,1.35,53.72
178.03,129.80,118.60,179.94,3.57,2.01,1007.30,746.80,56.00,1.01,0.42,1.35,48.59
167.35,129.90,128.62,175.46,7.79,4.65,1006.30,746.60,56.00,1.05,0.41,1.35,51.72
172.38,13.61,172.37,156.76,4.14,2.40,1006.30,856.40,56.00,0.91,0.44,1.18,35.85
173.54,50.05,173.53,164.77,6.47,3.73,1006.20,793.50,56.00,0.95,0.41,1.27,53.77
167.00,75.40,167.00,164.03,7.91,4.74,1007.30,770.10,56.00,0.98,0.40,1.31,53.46
173.81,93.37,159.90,172.34,9.73,5.60,1007.20,746.60,56.00,0.99,0.40,1.35,48.99
190.34,0.00,125.18,166.61,9.88,5.19,1079.00,798.90,56.00,0.88,0.53,1.35,31.72
250.00,0.00,95.69,191.84,5.33,2.13,948.90,857.20,56.00,0.77,0.55,1.11,39.64
213.50,0.00,174.24,159.21,11.66,5.46,1043.60,771.90,56.00,0.75,0.41,1.35,51.26
194.68,0.00,100.52,170.17,7.48,3.84,998.00,901.80,56.00,0.87,0.58,1.11,43.39
251.37,0.00,118.27,192.94,5.75,2.29,1043.60,754.30,56.00,0.77,0.52,1.38,39.27
165.00,0.02,143.57,163.81,0.00,0.00,1005.60,900.90,100.00,0.99,0.53,1.12,37.96
165.00,128.50,132.10,175.06,8.08,4.90,1005.80,746.60,100.00,1.06,0.41,1.35,55.02
178.03,129.80,118.60,179.94,3.57,2.01,1007.30,746.80,100.00,1.01,0.42,1.35,49.99
167.35,129.90,128.62,175.46,7.79,4.65,1006.30,746.60,100.00,1.05,0.41,1.35,53.66
172.38,13.61,172.37,156.76,4.14,2.40,1006.30,856.40,100.00,0.91,0.44,1.18,37.68
173.54,50.05,173.53,164.77,6.47,3.73,1006.20,793.50,100.00,0.95,0.41,1.27,56.06
167.00,75.40,167.00,164.03,7.91,4.74,1007.30,770.10,100.00,0.98,0.40,1.31,56.81
173.81,93.37,159.90,172.34,9.73,5.60,1007.20,746.60,100.00,0.99,0.40,1.35,50.94
190.34,0.00,125.18,166.61,9.88,5.19,1079.00,798.90,100.00,0.88,0.53,1.35,33.56
250.00,0.00,95.69,191.84,5.33,2.13,948.90,857.20,100.00,0.77,0.55,1.11,41.16
213.50,0.00,174.24,159.21,11.66,5.46,1043.60,771.90,100.00,0.75,0.41,1.35,52.96
194.68,0.00,100.52,170.17,7.48,3.84,998.00,901.80,100.00,0.87,0.58,1.11,44.28
251.37,0.00,118.27,192.94,5.75,2.29,1043.60,754.30,100.00,0.77,0.52,1.38,40.15
446.00,24.00,79.00,162.00,11.61,2.60,967.00,712.00,28.00,0.36,0.30,1.36,57.03
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,28.00,0.36,0.30,1.36,44.42
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,28.00,0.36,0.30,1.36,51.02
446.00,24.00,79.00,162.00,10.30,2.31,967.00,712.00,28.00,0.36,0.30,1.36,53.39
446.00,24.00,79.00,162.00,11.61,2.60,967.00,712.00,3.00,0.36,0.30,1.36,35.36
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,3.00,0.36,0.30,1.36,25.02
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,3.00,0.36,0.30,1.36,23.35
446.00,24.00,79.00,162.00,11.61,2.60,967.00,712.00,7.00,0.36,0.30,1.36,52.01
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,7.00,0.36,0.30,1.36,38.02
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,7.00,0.36,0.30,1.36,39.30
446.00,24.00,79.00,162.00,11.61,2.60,967.00,712.00,56.00,0.36,0.30,1.36,61.07
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,56.00,0.36,0.30,1.36,56.14
446.00,24.00,79.00,162.00,11.64,2.61,967.00,712.00,56.00,0.36,0.30,1.36,55.25
446.00,24.00,79.00,162.00,10.30,2.31,967.00,712.00,56.00,0.36,0.30,1.36,54.77
387.00,20.00,94.00,157.00,14.32,3.70,938.00,845.00,28.00,0.41,0.31,1.11,50.24
387.00,20.00,94.00,157.00,13.93,3.60,938.00,845.00,28.00,0.41,0.31,1.11,46.68
387.00,20.00,94.00,157.00,11.61,3.00,938.00,845.00,28.00,0.41,0.31,1.11,46.68
387.00,20.00,94.00,157.00,14.32,3.70,938.00,845.00,3.00,0.41,0.31,1.11,22.75
387.00,20.00,94.00,157.00,13.93,3.60,938.00,845.00,3.00,0.41,0.31,1.11,25.51
387.00,20.00,94.00,157.00,11.61,3.00,938.00,845.00,3.00,0.41,0.31,1.11,34.77
387.00,20.00,94.00,157.00,14.32,3.70,938.00,845.00,7.00,0.41,0.31,1.11,36.84
387.00,20.00,94.00,157.00,13.93,3.60,938.00,845.00,7.00,0.41,0.31,1.11,45.90
387.00,20.00,94.00,157.00,11.61,3.00,938.00,845.00,7.00,0.41,0.31,1.11,41.67
387.00,20.00,94.00,157.00,14.32,3.70,938.00,845.00,56.00,0.41,0.31,1.11,56.34
387.00,20.00,94.00,157.00,13.93,3.60,938.00,845.00,56.00,0.41,0.31,1.11,47.97
387.00,20.00,94.00,157.00,11.61,3.00,938.00,845.00,56.00,0.41,0.31,1.11,61.46
355.00,19.00,97.00,145.00,13.13,3.70,967.00,871.00,28.00,0.41,0.31,1.11,44.03
355.00,19.00,97.00,145.00,12.25,3.45,967.00,871.00,28.00,0.41,0.31,1.11,55.45
491.00,26.00,123.00,210.00,3.93,0.80,882.00,699.00,28.00,0.43,0.33,1.26,55.55
491.00,26.00,123.00,201.00,3.93,0.80,822.00,699.00,28.00,0.41,0.31,1.18,57.92
491.00,26.00,123.00,210.00,3.93,0.80,882.00,699.00,3.00,0.43,0.33,1.26,25.61
491.00,26.00,123.00,210.00,3.93,0.80,882.00,699.00,7.00,0.43,0.33,1.26,33.49
491.00,26.00,123.00,210.00,3.93,0.80,882.00,699.00,56.00,0.43,0.33,1.26,59.59
491.00,26.00,123.00,201.00,3.93,0.80,822.00,699.00,3.00,0.41,0.31,1.18,29.55
491.00,26.00,123.00,201.00,3.93,0.80,822.00,699.00,7.00,0.41,0.31,1.18,37.92
491.00,26.00,123.00,201.00,3.93,0.80,822.00,699.00,56.00,0.41,0.31,1.18,61.86
424.00,22.00,132.00,178.00,8.48,2.00,822.00,750.00,28.00,0.42,0.31,1.10,62.05
424.00,22.00,132.00,178.00,8.48,2.00,882.00,750.00,3.00,0.42,0.31,1.18,32.01
424.00,22.00,132.00,168.00,8.92,2.10,822.00,750.00,28.00,0.40,0.29,1.10,72.10
424.00,22.00,132.00,178.00,8.48,2.00,822.00,750.00,7.00,0.42,0.31,1.10,39.00
424.00,22.00,132.00,178.00,8.48,2.00,822.00,750.00,56.00,0.42,0.31,1.10,65.70
424.00,22.00,132.00,168.00,8.92,2.10,822.00,750.00,3.00,0.40,0.29,1.10,32.11
424.00,22.00,132.00,168.00,8.92,2.10,822.00,750.00,7.00,0.40,0.29,1.10,40.29
424.00,22.00,132.00,168.00,8.92,2.10,822.00,750.00,56.00,0.40,0.29,1.10,74.36
202.00,11.00,141.00,206.00,1.72,0.85,942.00,801.00,28.00,1.02,0.58,1.18,21.97
202.00,11.00,141.00,206.00,1.72,0.85,942.00,801.00,3.00,1.02,0.58,1.18,9.85
202.00,11.00,141.00,206.00,1.72,0.85,942.00,801.00,7.00,1.02,0.58,1.18,15.07
202.00,11.00,141.00,206.00,1.72,0.85,942.00,801.00,56.00,1.02,0.58,1.18,23.25
284.00,15.00,141.00,179.00,5.46,1.92,842.00,801.00,28.00,0.63,0.41,1.05,43.73
284.00,15.00,141.00,179.00,5.46,1.92,842.00,801.00,3.00,0.63,0.41,1.05,13.40
284.00,15.00,141.00,179.00,5.46,1.92,842.00,801.00,7.00,0.63,0.41,1.05,24.13
284.00,15.00,141.00,179.00,5.46,1.92,842.00,801.00,56.00,0.63,0.41,1.05,44.52
359.00,19.00,141.00,154.00,10.91,3.04,942.00,801.00,28.00,0.43,0.30,1.18,62.94
